exp_seed,experiment,tree_sequence_seed,seq_len,rec_rate,mut_rate,pop_num_ind,pop_num_sites,population_value,obs_num_ind,intended_obs_num_sites,actual_obs_num_sites,num_observations,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,20,5000,5000,10,3,6,1,3,6,1,1,9,0,0,10,0,2,8,0
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,20,20000,15652,10,1,7,2,1,7,2,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,20,50000,15652,10,2,5,3,2,5,3,0,10,0,0,10,0,1,8,1
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,50,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,2,8,0
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,50,20000,15652,10,1,9,0,1,9,0,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,50,50000,15652,10,1,7,2,1,7,2,0,10,0,0,10,0,1,9,0
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,100,5000,5000,10,1,9,0,1,9,0,0,10,0,1,8,1,1,7,2
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,100,20000,15652,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,200,15652,0.1099942824304922,100,50000,15652,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,20,5000,5000,10,1,7,2,1,7,2,0,10,0,0,10,0,0,9,1
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,20,20000,16373,10,2,8,0,2,8,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,20,50000,16373,10,2,5,3,2,5,3,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,50,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,9,1
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,50,20000,16373,10,1,9,0,1,9,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,50,50000,16373,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,100,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,9,1
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,100,20000,16373,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,200,16373,0.11071574472229874,100,50000,16373,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,20,5000,5000,10,3,7,0,4,6,0,0,10,0,0,10,0,1,9,0
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,20,20000,15426,10,2,6,2,2,6,2,0,10,0,0,10,0,0,9,1
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,20,50000,15426,10,3,5,2,3,5,2,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,50,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,9,1
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,50,20000,15426,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,50,50000,15426,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,100,5000,5000,10,1,8,1,1,8,1,0,10,0,1,6,3,1,6,3
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,100,20000,15426,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,200,15426,0.12437908848155642,100,50000,15426,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,4,2143748597,500000000.0,1e-08,1e-08,200,16407,0.11008058258492362,20,5000,5000,10,1,9,0,1,9,0,0,10,0,0,10,0,0,10,0
9,4,2143748597,500000000.0,1e-08,1e-08,200,16407,0.11008058258492362,20,20000,16407,10,3,5,2,3,5,2,0,10,0,0,10,0,1,9,0
9,4,2143748597,500000000.0,1e-08,1e-08,200,16407,0.11008058258492362,20,50000,16407,10,0,8,2,0,8,2,0,10,0,0,10,0,0,10,0
9,4,2143748597,500000000.0,1e-08,1e-08,200,16407,0.11008058258492362,50,5000,5000,10,1,8,1,1,8,1,0,10,0,1,8,1,1,8,1
9,4,2143748597,500000000.0,1e-08,1e-08,200,16407,0.11008058258492362,50,20000,16407,10,0,6,4,0,8,2,0,10,0,0,10,0,0,10,0
9,4,2143748597,500000000.0,1e-08,1e-08,200,16407,0.11008058258492362,50,50000,16407,10,0,9,1,0,9,1,0,10,0,0,10,0,0,10,0
