experiment,num_ind,max_sites,num_observation,seq_len,rec_rate,mut_rate,population value,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
26,50,50000,10,500000000.0,1e-08,1e-08,0.024673866313986416,1.0,7.0,2.0,1.0,7.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
27,50,5000,10,500000000.0,1e-08,1e-08,0.02412571166045047,0.0,7.0,3.0,0.0,7.0,3.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,7.0,3.0
27,50,20000,10,500000000.0,1e-08,1e-08,0.02412571166045047,0.0,7.0,3.0,0.0,7.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0
27,50,50000,10,500000000.0,1e-08,1e-08,0.02412571166045047,2.0,5.0,3.0,2.0,5.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
28,50,5000,10,500000000.0,1e-08,1e-08,0.024342940029055463,1.0,9.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0
28,50,20000,10,500000000.0,1e-08,1e-08,0.024342940029055463,1.0,9.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
28,50,50000,10,500000000.0,1e-08,1e-08,0.024342940029055463,1.0,8.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
29,50,5000,10,500000000.0,1e-08,1e-08,0.02297393266627452,1.0,8.0,1.0,1.0,8.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,9.0,1.0
29,50,20000,10,500000000.0,1e-08,1e-08,0.02297393266627452,1.0,7.0,2.0,1.0,7.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
29,50,50000,10,500000000.0,1e-08,1e-08,0.02297393266627452,1.0,7.0,2.0,1.0,7.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
30,50,5000,10,500000000.0,1e-08,1e-08,0.023622087113741714,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
30,50,20000,10,500000000.0,1e-08,1e-08,0.023622087113741714,1.0,9.0,0.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
30,50,50000,10,500000000.0,1e-08,1e-08,0.023622087113741714,1.0,8.0,1.0,1.0,7.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
31,50,5000,10,500000000.0,1e-08,1e-08,0.02388368599496912,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
31,50,20000,10,500000000.0,1e-08,1e-08,0.02388368599496912,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
31,50,50000,10,500000000.0,1e-08,1e-08,0.02388368599496912,1.0,9.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
32,50,5000,10,500000000.0,1e-08,1e-08,0.023263903721937897,0.0,9.0,1.0,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,9.0,1.0
32,50,20000,10,500000000.0,1e-08,1e-08,0.023263903721937897,2.0,7.0,1.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
32,50,50000,10,500000000.0,1e-08,1e-08,0.023263903721937897,3.0,4.0,3.0,3.0,4.0,3.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0
33,50,5000,10,500000000.0,1e-08,1e-08,0.024420103530853828,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
33,50,20000,10,500000000.0,1e-08,1e-08,0.024420103530853828,0.0,6.0,4.0,0.0,6.0,4.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,9.0,1.0
33,50,50000,10,500000000.0,1e-08,1e-08,0.024420103530853828,2.0,3.0,5.0,2.0,2.0,6.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,9.0,1.0
34,50,5000,10,500000000.0,1e-08,1e-08,0.023593700920886553,1.0,8.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
34,50,20000,10,500000000.0,1e-08,1e-08,0.023593700920886553,1.0,8.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
34,50,50000,10,500000000.0,1e-08,1e-08,0.023593700920886553,2.0,7.0,1.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
35,50,5000,10,500000000.0,1e-08,1e-08,0.02407398943568548,1.0,9.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0
35,50,20000,10,500000000.0,1e-08,1e-08,0.02407398943568548,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
35,50,50000,10,500000000.0,1e-08,1e-08,0.02407398943568548,2.0,7.0,1.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
36,50,5000,10,500000000.0,1e-08,1e-08,0.024174908138310018,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
36,50,20000,10,500000000.0,1e-08,1e-08,0.024174908138310018,2.0,6.0,2.0,1.0,7.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
36,50,50000,10,500000000.0,1e-08,1e-08,0.024174908138310018,1.0,6.0,3.0,1.0,6.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
37,50,5000,10,500000000.0,1e-08,1e-08,0.024376675889654458,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
37,50,20000,10,500000000.0,1e-08,1e-08,0.024376675889654458,1.0,8.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
37,50,50000,10,500000000.0,1e-08,1e-08,0.024376675889654458,2.0,7.0,1.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0
38,50,5000,10,500000000.0,1e-08,1e-08,0.023271557659316322,0.0,8.0,2.0,0.0,7.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
38,50,20000,10,500000000.0,1e-08,1e-08,0.023271557659316322,1.0,5.0,4.0,1.0,6.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
38,50,50000,10,500000000.0,1e-08,1e-08,0.023271557659316322,1.0,4.0,5.0,1.0,4.0,5.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
39,50,5000,10,500000000.0,1e-08,1e-08,0.025471368485834072,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
39,50,20000,10,500000000.0,1e-08,1e-08,0.025471368485834072,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
39,50,50000,10,500000000.0,1e-08,1e-08,0.025471368485834072,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
40,50,5000,10,500000000.0,1e-08,1e-08,0.025057872809949595,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
40,50,20000,10,500000000.0,1e-08,1e-08,0.025057872809949595,0.0,7.0,3.0,0.0,7.0,3.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,9.0,1.0
40,50,50000,10,500000000.0,1e-08,1e-08,0.025057872809949595,1.0,4.0,5.0,1.0,4.0,5.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
41,50,5000,10,500000000.0,1e-08,1e-08,0.02334922045357468,1.0,9.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
41,50,20000,10,500000000.0,1e-08,1e-08,0.02334922045357468,5.0,4.0,1.0,5.0,4.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0
41,50,50000,10,500000000.0,1e-08,1e-08,0.02334922045357468,6.0,2.0,2.0,6.0,2.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0
42,50,5000,10,500000000.0,1e-08,1e-08,0.023482864164566183,0.0,7.0,3.0,0.0,7.0,3.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,7.0,3.0
42,50,20000,10,500000000.0,1e-08,1e-08,0.023482864164566183,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
42,50,50000,10,500000000.0,1e-08,1e-08,0.023482864164566183,1.0,7.0,2.0,1.0,7.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
43,50,5000,10,500000000.0,1e-08,1e-08,0.024050218634923376,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
43,50,20000,10,500000000.0,1e-08,1e-08,0.024050218634923376,1.0,7.0,2.0,1.0,7.0,2.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,9.0,1.0
43,50,50000,10,500000000.0,1e-08,1e-08,0.024050218634923376,1.0,7.0,2.0,0.0,8.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
44,50,5000,10,500000000.0,1e-08,1e-08,0.02495964408816567,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
44,50,20000,10,500000000.0,1e-08,1e-08,0.02495964408816567,1.0,8.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
44,50,50000,10,500000000.0,1e-08,1e-08,0.02495964408816567,2.0,6.0,2.0,2.0,6.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
45,50,5000,10,500000000.0,1e-08,1e-08,0.02470072534147211,1.0,8.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,8.0,1.0
45,50,20000,10,500000000.0,1e-08,1e-08,0.02470072534147211,2.0,7.0,1.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,8.0,1.0
45,50,50000,10,500000000.0,1e-08,1e-08,0.02470072534147211,3.0,3.0,4.0,2.0,4.0,4.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
46,50,5000,10,500000000.0,1e-08,1e-08,0.023995255760311716,0.0,9.0,1.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
46,50,20000,10,500000000.0,1e-08,1e-08,0.023995255760311716,0.0,8.0,2.0,0.0,8.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
46,50,50000,10,500000000.0,1e-08,1e-08,0.023995255760311716,0.0,6.0,4.0,0.0,6.0,4.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
47,50,5000,10,500000000.0,1e-08,1e-08,0.02355748622308282,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
47,50,20000,10,500000000.0,1e-08,1e-08,0.02355748622308282,1.0,9.0,0.0,1.0,9.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0
