experiment,num_ind,max_sites,num_observation,seq_len,rec_rate,mut_rate,population value,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
42,50,20000,10,500000000.0,1e-08,1e-08,0.12138780270247466,0,10,0,0,10,0,0,10,0,2,8,0,2,8,0
42,50,50000,10,500000000.0,1e-08,1e-08,0.12138780270247466,0,10,0,0,10,0,0,10,0,0,8,2,0,8,2
43,50,5000,10,500000000.0,1e-08,1e-08,0.12119561196736174,0,10,0,0,10,0,0,10,0,0,8,2,0,8,2
43,50,20000,10,500000000.0,1e-08,1e-08,0.12119561196736174,0,10,0,0,10,0,0,10,0,4,4,2,4,4,2
43,50,50000,10,500000000.0,1e-08,1e-08,0.12119561196736174,1,9,0,0,10,0,0,10,0,1,8,1,1,8,1
44,50,5000,10,500000000.0,1e-08,1e-08,0.12045176754716981,0,10,0,0,10,0,0,10,0,1,6,3,1,6,3
44,50,20000,10,500000000.0,1e-08,1e-08,0.12045176754716981,0,10,0,0,10,0,0,10,0,2,6,2,2,6,2
44,50,50000,10,500000000.0,1e-08,1e-08,0.12045176754716981,0,9,1,0,9,1,0,10,0,0,10,0,0,10,0
45,50,5000,10,500000000.0,1e-08,1e-08,0.12057904230994311,0,10,0,0,10,0,0,10,0,5,1,4,5,1,4
45,50,20000,10,500000000.0,1e-08,1e-08,0.12057904230994311,0,9,1,0,9,1,0,10,0,1,7,2,1,7,2
45,50,50000,10,500000000.0,1e-08,1e-08,0.12057904230994311,0,10,0,0,10,0,0,10,0,1,8,1,1,8,1
46,50,5000,10,500000000.0,1e-08,1e-08,0.1208351052892582,0,9,1,0,9,1,0,9,1,1,4,5,1,4,5
46,50,20000,10,500000000.0,1e-08,1e-08,0.1208351052892582,0,9,1,0,9,1,0,9,1,1,7,2,1,7,2
46,50,50000,10,500000000.0,1e-08,1e-08,0.1208351052892582,0,10,0,0,10,0,0,10,0,0,8,2,0,8,2
47,50,5000,10,500000000.0,1e-08,1e-08,0.1203912392748073,0,10,0,0,10,0,1,9,0,3,6,1,3,6,1
47,50,20000,10,500000000.0,1e-08,1e-08,0.1203912392748073,0,10,0,0,10,0,0,10,0,2,4,4,2,4,4
47,50,50000,10,500000000.0,1e-08,1e-08,0.1203912392748073,0,10,0,0,10,0,0,10,0,0,8,2,0,8,2
48,50,5000,10,500000000.0,1e-08,1e-08,0.12167156082173368,1,9,0,1,9,0,1,9,0,3,5,2,3,5,2
48,50,20000,10,500000000.0,1e-08,1e-08,0.12167156082173368,1,9,0,1,9,0,1,9,0,2,6,2,2,6,2
48,50,50000,10,500000000.0,1e-08,1e-08,0.12167156082173368,0,9,1,0,9,1,0,10,0,0,9,1,0,9,1
49,50,5000,10,500000000.0,1e-08,1e-08,0.1204742548078371,3,7,0,3,7,0,1,9,0,4,5,1,4,5,1
49,50,20000,10,500000000.0,1e-08,1e-08,0.1204742548078371,0,10,0,0,10,0,0,10,0,2,6,2,2,6,2
49,50,50000,10,500000000.0,1e-08,1e-08,0.1204742548078371,1,9,0,1,9,0,0,10,0,3,6,1,3,6,1
